# turbineX, turbineY
1.458075395458044277e+01 1.372537471922258590e+01
1.298321509672908114e+01 1.301189851967746414e+01
1.284988353885364454e+01 1.529942339766366999e+01
7.172139587552482709e+00 1.118866855101013336e+01
5.442674353437276125e+00 1.335712916775041492e+01
9.840882453116218898e+00 1.287646624115094340e+00
6.534330399529242328e+00 5.639657181315222090e+00
5.157036687750464310e+00 9.054188893836576213e+00
6.388174701476438067e+00 1.196787577330172603e+01
8.060418475274993000e+00 1.172490807380411226e+01
1.179320966537919624e+01 1.088704678497540534e+01
1.850159400583059277e+00 1.352033529647634325e+01
7.784480141007015241e+00 8.457518540855080147e+00
3.765049720649924048e+00 1.054348702041519736e+01
1.143438111270888058e+01 1.370607590396172881e+01
4.815512168125422932e+00 1.493227273305730307e+01
