# turbineX, turbineY
2.707348767809014678e+00 1.111455939751606969e+01
8.151364371558051047e+00 1.395850244945937924e+01
2.490044407526961212e+00 3.814187488220694977e+00
6.057104743334436048e-01 8.389116919644376225e+00
6.440503582622623568e+00 1.817495667994587061e+00
1.726581585815048614e+00 9.385401221849754450e+00
5.264149773251972420e+00 9.183061830511393353e+00
4.336554073238031215e+00 1.203665223944460116e+01
1.143078742290534500e+01 2.980198269974799974e+00
1.328299131825845336e+01 1.329994184357405551e+01
8.306049152055084761e+00 3.000594694906465687e+00
1.000052485568611438e+01 1.240985012745981386e+01
7.733521674211889518e+00 1.299808938043778284e+01
9.390455890307320530e+00 1.021631755488662918e+01
6.324221497293143202e+00 1.509912431338474370e+01
6.929169140599656940e-01 1.331070972243015227e+01
