# turbineX, turbineY
4.280748732424910230e+01 3.430934163742462317e+01
2.421771322777922109e+01 4.293603062115908386e+01
1.557278308552708346e+01 1.211620477630166981e+01
4.816602257228048245e+01 1.407006800524094636e+01
5.568081784641983489e+01 2.708216744756693473e+01
4.424621429244324133e+01 3.575569221094773553e+01
2.489874074061948761e+01 1.666304097111826366e+01
5.202126780074570433e+01 2.434476892043160490e+01
4.371946807143604730e+01 1.768341033606279922e+01
5.092197504058965762e+01 2.714870284225031583e+01
2.619532598941922785e+01 2.538252020622052640e+01
2.857670730551424043e+01 2.067870365160256796e+01
2.491317870191500816e+01 4.906567547345901836e+00
2.276309847487663163e+01 3.818327302869735096e+00
2.476297178606870020e+01 3.868382922964628712e+00
1.587207315954405296e+01 1.722456300987000333e+01
4.802527908198356954e+01 3.522885869695101491e+01
6.626856222549700526e+00 2.336454243642445050e+01
1.836127921518868078e+01 3.617783056380569917e+01
1.988998054402721749e+01 4.150606295146106106e+01
5.161849968318972515e+01 7.433934674713741586e+00
1.689996627213282210e+01 3.994508882690330154e+01
1.346694802193106000e+01 1.515749411219759324e+01
1.100757219227073591e+01 1.430441118307428816e+01
2.137171919217826144e+01 3.602536494038305648e+01
5.091021253650950484e+01 1.007412817351658418e+01
4.652925003813923155e+01 2.899379749467681222e+01
3.230452247710730518e+01 3.526292297678481447e+01
4.015354934092332684e+01 4.548400426254440276e+01
1.991743954706807429e+01 1.932330407062416100e+01
4.172674382775632296e+01 1.235113631851903726e+01
4.272616486081898302e+01 4.585245794174151968e+01
2.425897759281643218e+01 6.679110677291753007e+00
4.271564612495433977e+01 2.114829299564373599e+01
2.123245341024993849e+01 4.419532878868007941e+01
3.636212232197481597e+01 4.136371829648925313e+01
3.785047666059476512e+01 1.149345128067957589e+01
3.425198133661454136e+01 1.308383147082744458e+01
4.001445029655367591e+01 1.699357386613795384e+01
1.672514818614260435e+01 3.193222168484993517e+01
1.323163910702368717e+01 3.414042080714722971e+01
2.500408461592070708e+01 9.799623733807269588e+00
2.085409482297585626e+01 1.246117489197731665e+01
2.794723588238109713e+01 4.317411179350834516e+01
3.642594229472923217e+01 4.284074387072972456e+01
3.642158453261743034e+00 1.675621273685391799e+01
3.123120654751824077e+01 1.557913146478014355e+01
3.295053515874911199e+01 1.535601767674672580e+01
3.198228527165302992e+01 4.692753080626518880e+01
2.402359081079266190e+01 3.761736379151121668e+01
2.004076876163239262e+01 9.628034292120668525e+00
1.510950363975943311e+01 1.888457261697785228e+01
4.653386368859882793e+01 7.601784918741600450e+00
1.046363737318692344e+01 3.257020005165296084e+01
5.447785097403771815e+00 1.956901407905817081e+01
1.185075041495023740e+01 4.090520964184161556e+01
2.754301772443125884e+01 1.422806556324008476e+01
2.477566143042330538e+01 3.859838399334825709e+01
3.540583077698804715e+01 2.563222539542470102e+01
3.092473761263307974e+00 1.444828136508028749e+01
