# turbineX, turbineY
3.081679901136085320e+01 1.294139970620385682e+01
9.574568673837143606e+00 1.348469935448017054e+01
4.098366026582663579e+01 1.964108539995608638e+00
2.061159475650709538e+01 1.881307416184877113e+01
9.134853951922885074e+00 3.497523178778575215e+01
4.136619635448756327e+01 2.074574317016782388e+01
6.789281873968695535e+00 3.419556151677014100e+01
3.492326985904443859e+01 1.420809637814107340e+01
3.064825033316275338e+01 3.476244312405515302e+01
3.433699483897534321e+01 3.479404253641503431e+01
1.526431420857795196e+01 3.352839230823492755e+01
4.846467391967720317e+01 1.012812545179631663e+01
2.890588572684340107e+01 4.573101079612552411e+01
4.955787567808737037e+01 3.558066198748519327e+01
4.914859892270857955e+01 1.159006351263276358e+01
1.557914034294829264e+01 4.066989448842877408e+01
2.119640665489501430e+01 4.006641718495698967e+01
5.299944559710731085e+01 2.628168774359964033e+01
5.219048354224211295e+01 3.464367730506553755e+01
2.542583008276666234e+01 2.134420737290660952e+01
3.288857683315477232e+01 2.663147869292492587e+00
3.722515695784452561e+01 1.043883531450930846e+01
2.830656041222592378e+01 3.808722548433171085e+01
8.799664324322510112e+00 3.251031837798448976e+01
3.296931671901016614e+01 3.712413519064846668e+01
1.692098838086162260e+01 1.981881124873693878e+01
4.301709191990532588e+01 2.674354370347312582e+01
4.126475507949955102e+01 2.499496288668822785e+01
4.117082346568194851e+01 4.379570756048110525e+01
2.274646155726619767e+01 1.112643511232338156e+01
3.384047883164895865e+01 4.273485514258022278e+01
2.775834737207795300e+01 1.748516011923300084e+01
4.451066451579622196e+01 3.156868896947694836e+01
5.265373834148287813e+01 1.600154468557487064e+01
2.225843286384614572e+01 5.245395322657921078e+00
5.210287649737439608e+01 1.440573520574285382e+01
3.778180999968391296e-01 1.925480296918959056e+01
1.938137707808190058e+01 1.439982631432914317e+01
7.879706815131831021e+00 9.351782375859938767e+00
5.760738070346609341e+00 1.374321655630707006e+01
3.544993182842964075e+01 2.354708427587421227e+01
1.829871495650681723e+01 2.657819524800326150e+01
3.418514417414012740e+01 1.952163131949917085e+00
2.445544072018656578e+01 3.880980880166799807e+01
4.669459699572563238e+01 3.048423177152930208e+01
2.293763389895369897e+01 8.519676120423163468e+00
3.204693839636818353e+01 1.172650096602263758e+01
2.438206017599488362e+01 2.463743794340162552e+01
4.013306220442637340e+01 5.776076687458107983e+00
3.891955858784773170e+01 4.136574156804809377e+01
2.692761772091262884e+00 1.154745824382993113e+01
4.009631178088609005e+01 4.010721700443519211e+01
5.572850189221329487e+01 2.408685824147644539e+01
5.761229093035679227e+01 2.149262161634834101e+01
4.715763326464782068e+01 8.214601636819555353e+00
1.353554890291184520e+01 3.096096412731670711e+01
2.891353230106368599e+01 2.963920731152711596e+01
5.272375150027592383e+01 3.314655876759146480e+01
6.688424654519776524e+00 2.967510770364025774e+01
8.614227022182497251e+00 1.254267791645088970e+01
