# turbineX, turbineY
3.647144609272542937e+01 4.382660876051076571e+01
2.628900717991892222e+01 6.629729450284540526e+00
2.851128980478046770e+01 1.054421828280231210e+01
3.873141193356111955e+01 1.658699961799946010e+01
4.500726653660112930e+01 4.119697081707645481e+01
3.098135072780667087e+01 3.181181692320586674e+00
7.383569127119242737e+00 1.243690737113107048e+01
4.716601102919524635e+01 8.333603554267748237e+00
3.351217970949674907e+01 2.355968534251366009e+01
1.979173875273304972e+01 1.483958436190148156e+01
5.003018483903289848e+01 3.392788871208819046e+01
5.283928140130967677e+01 2.138766459042610180e+01
5.320310305249844163e+01 2.293245307356661300e+01
1.961215690169767045e+00 1.999433112256864931e+01
5.887971891746032327e+01 2.075513318223719850e+01
5.487918429905072060e+01 1.056976584268187125e+01
5.075614451251656334e+01 1.131643411710412472e+01
3.974278880590057383e+01 3.460335629188254103e+01
1.374228674583976906e+00 2.189811996589542886e+01
2.538297665450282992e+01 2.117142706698931676e+00
2.593240401252470662e+01 4.371344854185886675e+01
2.095411491778171964e+01 3.741997501811918880e+01
3.504205689290381542e+01 4.204285707087557711e+01
2.325208110964148744e+01 3.154434218246053589e+01
5.351129778225403300e+01 3.185463680676265952e+01
2.270895034892402720e+01 1.984218280949750834e+01
4.404262813877247851e+01 1.274555845850549929e+00
1.893254049331824262e+01 3.250717418459630892e+01
5.821188991662616274e+01 2.465090907526982633e+01
1.950535274577306666e+01 4.609246002881089055e+01
4.271926507089938241e+01 6.563139397235286943e+00
4.562067610557006248e+01 1.908477518342400003e+01
3.283018678997494533e+01 3.581193296835152040e+01
1.508721870929103037e+00 1.508960955452786834e+01
3.844058392825814963e+01 5.806626173541790337e+00
9.800924550299876969e+00 3.867937503793443454e+01
2.840770035338253408e+01 2.532952211183062019e+01
4.162895976138493381e+01 3.267210761952789966e+01
5.462248634824908322e+01 9.303009681998698710e+00
2.146654502435746892e+01 3.623503167760989641e+01
4.250628885894214903e+01 4.117313613036841247e+01
4.609015811312883670e+01 3.048513356723787382e+01
4.476708200497613177e+01 4.283009464001304778e+00
9.643184657703455898e+00 7.741846690481729354e+00
3.188077981109596593e+01 1.901541153695001540e+01
2.027941310962425092e+01 4.201625353552832109e+01
2.717187312499430618e+01 4.057068870117630865e+01
6.704281431425309634e+00 3.493509137715146551e+01
3.092873703115300899e+01 1.365578567703260227e+01
3.744456627115370395e+01 1.866228379183688091e+01
2.068247224563685371e+00 1.181981033997487884e+01
3.817226476015748915e+01 2.697394916757187389e+01
3.253603714681818104e+01 2.047866354150879786e+01
5.200511805434189228e+01 1.206481291059640348e+01
3.867335568538357649e+01 2.232102875140450493e+01
3.965308776297129612e+01 2.907352464604383613e+01
2.652185507729476655e+01 2.171553781388919191e+01
5.339953571525690279e+01 2.048689232608188249e+01
4.617801016677954351e+01 1.051743754627640826e+01
1.865962065261419767e+01 1.185456295462900300e+01
