# turbineX, turbineY
7.522941922412686999e+00 2.596467043926248763e+01
1.328651268569119637e+01 1.904025666583590493e+01
4.842916408870705425e+01 3.848770265454706418e+01
3.012360877201455267e+01 1.968649441353634444e+01
2.212887247503038779e+01 3.994707940486998865e+01
2.459497656642425767e+01 1.075335863833275418e+01
5.424550884426455610e+01 4.438840245798059136e+00
3.046136863792748528e+01 3.314641738738439614e+01
1.507558342007661167e+01 6.861974729967816877e+00
5.583782062231561127e+01 6.380478076601333370e+00
9.927107082185358422e+00 2.778472022768842109e+01
2.990710638639053442e+01 3.110845668648018503e+01
3.139634447276919360e+01 1.848607140816495331e+01
3.499799836838807465e+01 7.059483651983259556e+00
2.888055436740956949e+01 2.999184855826269924e+01
7.838674346092723511e+00 2.360902045798250626e+01
3.809613206405335006e+01 3.719270957465516148e+01
2.132468597241236719e+00 2.873696576168941874e+01
3.543118049589467944e+01 9.010128759165544565e+00
1.553001219072904249e+01 2.262897753821686209e+01
4.992328470309531951e+01 3.620399897842348480e+01
3.894571778405117612e+01 3.311863578499150407e+01
2.508864764278509796e+01 4.274390010127005013e+01
4.943515732478145708e+01 2.835247129695039803e+01
1.802866859712353786e+01 4.300090819098593897e+01
3.924875737984837798e+01 2.443420693395642829e+01
1.545846298243220929e+01 4.271563151885767695e+01
4.201337438099361776e+01 3.914728340882599866e+01
2.129980082078327186e+01 3.455216400259675424e+01
5.685381031804995189e+01 9.217911756485102970e+00
3.930262895419009084e+01 2.309775525341652980e+01
1.182066848777328261e+01 2.953858886883791257e+01
9.157871583222135570e+00 3.631649666046220659e+01
3.421556157658211816e+01 1.665706465297586192e+01
6.434411954609968731e+00 3.062637330884408726e+01
1.233954524085361726e+01 2.303650867790347689e+01
1.382136918874796194e+01 3.378649188959269623e+01
6.018832429198734957e+00 2.619119086420603892e+01
4.386271860024881164e+01 7.462881530971428035e+00
4.276580569488503869e+01 1.091392832957762904e+00
5.627739114012689114e+00 1.864021970821680085e+01
3.460677250248959780e+01 2.096237987329567432e+01
5.277708226173041339e+01 2.809017622601438546e+01
2.195276677472516980e+01 1.185476984087841323e+01
1.646351618182607979e+01 3.314195491970059493e+01
1.689089512075974753e+01 3.556866390709772929e+01
2.327473349473543962e+01 3.145675114162734332e+01
1.222442058368094031e+01 1.494975324586407339e+01
5.054660361339196584e+01 1.143468933987513658e+01
1.599366067067112418e+01 2.138768406716243220e+01
1.860002960480014877e+01 2.333987359718322452e+01
4.055212213893997131e+01 1.161777101630663545e+01
5.360599754458403510e+01 7.917348490249044524e+00
3.954897169976791105e+01 4.411197221832366466e+01
4.603882593168850690e+01 2.731419330349806884e+01
2.149874282665832936e+01 1.621718646007118281e+01
1.479947845151385444e+01 4.114461931917078630e+01
2.939293342802690745e+01 4.811312767548099778e+00
2.613868292760999879e+01 1.792555014826842097e+01
3.807896410828067246e+01 4.656852887795269424e+01
