# turbineX, turbineY
3.849250757055127536e+01 9.978792983170784225e+00
1.339212738170994577e+01 1.976422684803493013e+01
3.530181067617476742e+01 2.917133230911522901e+01
1.869023674439817739e+01 3.311456479131869202e+01
2.255640326338360069e+01 1.286915087404346991e+01
1.877882320703767505e+01 1.585790289394033437e+01
5.188265797447136407e+01 1.976810296177469084e+01
4.805216705474366279e+01 2.134484218933471311e+01
1.968330137450846706e+01 1.332544659858833924e+01
3.892096946718496042e+01 1.115658819668996315e+01
2.068816337407476524e+01 9.901432594886438565e+00
3.060889628198360057e+01 8.175421285785482439e+00
5.591513290330267694e+01 1.439074979739719140e+01
4.180441082208795223e+01 3.610092856888459067e+01
2.004652363202263743e+01 2.551503669389703077e+01
2.922249292661025066e+01 2.984218362007251812e+01
5.340181798249282252e+01 3.189318032173173378e+01
2.658872226303973818e+01 2.847753012819666196e+01
3.830864515709249218e+01 4.518275912571880326e+01
4.929039082423615525e+01 4.071364050994183970e+00
3.743519820758842087e+01 4.166730641221843712e+01
1.298447025392565068e+00 1.192667363336232889e+01
3.449508016468524829e+01 3.409028404814837643e+01
1.997408322135876801e+01 4.460426231838684252e+00
4.867169001790709615e+01 1.739567144149537370e+01
2.270284933661595872e+01 3.281795088287448436e+01
5.302039338555561088e+00 3.292882909637798150e+01
3.647304103909321782e+01 8.680942603139126135e+00
3.199414261952820127e+01 3.726006772740142026e+01
2.800276307473997051e+01 9.598203031314712419e+00
1.102651602462670333e+01 1.960218226078777803e+01
4.670292468689597598e+01 1.974285157413699920e+01
2.291966825703270771e+01 3.170866051438233768e+01
3.015672061434726814e+01 2.209176068333019671e+01
4.953443754153106227e+01 2.453881186849994833e+01
4.446106989796653153e+01 2.374836988707792784e+01
4.327833589666099812e+01 1.374671221798052656e+01
4.292129348904732922e+01 2.968225410709507628e+01
3.320391575371529314e+01 2.541128377567921959e+01
4.749742920852106209e+01 3.265623475681172039e+01
5.341697145121961654e+01 2.843540490536674525e+01
6.037548952824738535e+01 1.760095837365668103e+01
4.395766643476223123e+01 1.033607573051135375e+01
3.659234698878461245e+01 2.896117513633547524e+00
4.673301168015599671e+01 3.701297428453911209e+01
2.814122470206758564e+01 4.424206265191282483e+01
3.248025425938858746e+01 1.049713427410343236e+01
1.821889862961200990e+01 4.475626608858394029e+00
3.368321841830217522e+01 4.181686154020206381e+00
4.012175708846289268e+01 2.699542613146935466e+01
4.275724963286570102e+01 8.969523468017730039e+00
5.618691964095273050e+00 1.551822009867110452e+01
1.971755021808360198e+01 1.214340089473689055e+01
2.375895390486111936e+01 2.638459734138804791e+01
1.082117316099832038e+01 3.490987803948143409e+01
3.541361193954811171e+01 1.416128524819172618e+01
6.475411392446953407e+00 3.296683503216088695e+01
1.896649185388826808e+01 2.418544702650908818e+01
9.231957475751032760e+00 1.682970696063159366e+01
2.047263503651668515e+01 3.914149561426727786e+01
