# turbineX, turbineY
1.959410881655002612e+01 2.322064618651119261e+01
2.585938560983520063e+01 8.518196153831464557e+00
2.152329568563865081e+01 2.451143463577395920e+01
1.348691494723623485e+01 2.020975121561057009e+01
2.687204376616264767e+01 1.908832969209900554e+01
2.699159273102681667e+00 1.222679496431044832e+01
1.040296225379592343e+01 1.618407064396111394e+01
2.664364938606387057e+01 1.398961770176364006e+01
1.544753325993026394e+00 1.350848118555762412e+01
4.902492050025164971e+00 2.273721720113798028e+01
1.129414435812572037e+01 2.993019290596945226e+01
1.828287566930222852e+01 4.302036367372430448e-01
1.428837795519274501e+01 1.844189553361990619e+01
1.078381734577289564e+01 2.604876258110262555e+01
2.442028358816323674e+01 1.653763039350268471e+01
4.447174116207627925e+00 2.593457136172067834e+01
2.359292402110039433e+01 2.138437851566424186e+01
2.523760980047274316e+01 2.426055965780025048e+01
2.520517461085318445e+01 3.795729407849153247e+00
9.281090166695504351e+00 9.125509085327028203e+00
1.104818764429131051e+01 2.044128857160960422e+01
1.462084492237531741e+01 6.440440780597548098e+00
1.102858566941122120e+01 3.567155893554581070e+00
9.433862390811777132e+00 6.931995714998514302e+00
6.648131288162792529e+00 2.723360333379832809e+01
1.977827424048541261e+01 1.158805700513750025e+01
6.624732236948279507e+00 1.642119721999956283e+01
5.470087311129141483e+00 2.111721205755355868e+01
2.396987969629915938e+01 1.126978897604294794e+01
9.894953834104686763e+00 2.040370206565899380e+01
8.330906046969111856e+00 1.168265181162148636e+01
2.425239093809614843e+01 2.270296267985443706e+01
6.948630819963746319e+00 2.268438496053966702e+01
1.674279428888958421e+01 1.430815650559031127e+01
1.088705239063690300e+01 1.869940508000255974e+01
6.034224162704655114e+00 2.615760169129688251e+01
1.987650061155198600e+01 1.047811998701345360e+01
3.139330398074829276e+00 1.583015158165766678e+01
