# turbineX, turbineY
3.373835054800346178e+00 1.232996472480873251e+01
1.218609671572930964e+01 1.183228510965197344e+01
6.630297190673545060e+00 6.149125834142067148e+00
2.561940050683146897e+00 4.057568077397355921e+00
1.542684041399898343e+00 8.537952146419970134e+00
1.225009088867949902e+00 6.491743860567215307e+00
6.163153772012132103e-01 1.468402946350586902e+01
1.662507122751728517e+00 1.134555633714030165e+01
6.244449242986880755e+00 1.070500233945067592e+01
3.648172172283601356e+00 2.725511094579018412e+00
1.253054857081655626e+01 1.310464853251781214e+01
7.640893005009487204e+00 4.945811464001089064e+00
7.617745054470649535e+00 6.581714770516710722e+00
4.128772311651012217e+00 4.202125196584508338e+00
1.191910213830810861e+01 1.033536302252542249e+01
1.279799422157855737e+01 2.061545478536173093e+00
