# turbineX, turbineY
4.383626204494065348e+01 3.589262132196078170e+01
2.532064641324145526e+01 2.943690926108343930e+01
3.216995883503737730e+01 4.389957892393304917e+01
3.813842893576001813e+01 2.154380823983095183e+01
3.889282997033201639e+01 2.995727925999657515e+01
3.995009719558416350e+01 1.595569396062009204e+01
1.716804161027939557e+01 2.053671255103598625e+01
3.136131285894849796e+01 3.803400493028876639e+01
2.808357313849247205e+01 3.938744538283930119e+00
2.244425451456535825e+01 3.469548671924673044e+01
4.327277971589212768e+01 6.576622354652974067e+00
5.435340827582185952e+00 1.851461252626201670e+01
6.299211926821428165e+00 3.105170604762337305e+01
5.195277185043280355e+01 3.893420079005325274e+00
6.008938550883152985e+00 3.299464492670298910e+01
1.171922591066384411e+00 1.401375605446151518e+01
1.521828226432001863e+01 3.610072162106818894e+01
2.334232623307340404e+01 1.340364952047166014e+01
3.219784830627628480e+01 2.607826504900052100e+01
3.571205992213913305e+01 3.569469815577171801e+01
1.879753192491277858e+01 4.137233806351470378e+01
3.744378554591040187e-01 1.806758479039110910e+01
3.788036344047453241e+01 2.261752769850582823e+01
4.744658342682593855e+01 2.735012368553398687e+01
1.524217126457334004e+01 1.276160751711415209e+01
4.779862385678023173e+01 2.378927896930241559e+01
8.387090189010812935e+00 2.073534879087913652e+01
2.851889454685777281e+01 4.053369449425372295e+01
3.558868595095916021e+00 2.600995768905798400e+01
2.748755556134273803e+01 1.805548852294753459e+01
3.502282784648021874e+01 1.978393092486602001e+01
1.578818742738520697e+01 2.865532682639660678e+01
5.710081716558194387e+01 2.192366604022797105e+01
4.599844382226093842e+01 4.093005795677667535e+00
4.617900104544001749e+01 4.203913011789965992e+01
2.165166339572166265e+01 7.542277915785206233e+00
2.388404954058081842e+01 7.417157060080514341e+00
4.861628020599751210e+01 2.928463928210901912e+01
3.791366934023594837e+01 2.960829406723134660e+00
1.308666842681369680e+01 4.242969109892905522e+01
4.635435204129269948e+01 6.056720787611324042e+00
3.674521865059067238e+01 5.281591262180999280e+00
1.262250567870505868e+01 3.453259183463704574e+01
2.212098475098338213e+01 2.304556521534143343e+01
3.328728383053681483e+01 3.899966720527152120e+01
2.676040890060722433e+00 2.496710669314890296e+01
2.491200716399320214e+01 1.577231148433857832e+01
4.503924066740227516e+01 2.366012900811352571e-01
4.196176162393793163e+01 2.118287151499065502e+01
5.336085612233517850e+01 2.573767710044087309e+01
3.249708486813335639e+01 3.279987380236601524e+01
7.532118106901656063e+00 1.642373998253968637e+01
6.481092714183718684e+00 2.723436916392280338e+01
4.381632463009830047e+01 3.711704191984843249e+01
5.404154338281695402e+01 2.955005581160024164e+01
5.959482909653414850e+01 2.336736851940329984e+01
3.308476567364731835e+01 2.700770590059079268e+01
1.623294334281926821e+00 2.876590749147162640e+01
1.110245966833013220e+01 1.879360507231663036e+01
4.245642897973747409e+01 2.442856932766889599e+01
