# turbineX, turbineY
2.127439261545732307e+01 4.167301148386097509e+01
4.182345137456049144e+01 4.349896150823711594e+01
3.172281042824637964e+01 9.192345607909897964e+00
7.581040291300726430e+00 2.951887899668087556e+01
1.508370173913827195e+01 3.961836064819686243e+01
1.845894645431408421e+01 7.005036868834887187e+00
1.889942424093549533e+01 4.176578564078092626e+01
3.737848240265895328e+01 3.980169176057442115e+01
2.924990076764189695e+01 2.736186731034009156e+01
2.667607696109554283e+01 4.067116048726182953e+01
2.813714346696751178e+01 3.556355988149044300e+00
1.926588063798873662e+01 2.900638332338865411e+01
4.543870815664381269e+01 7.398892827884125722e+00
5.133374192510823519e+01 3.153273302891887120e+00
3.341472032115402158e+01 4.216344389728033093e+01
2.703698312824810657e+01 2.827471535918095924e+01
4.302730575932228874e+01 2.550456229824903076e+01
1.465084551934162960e+01 6.290380666055898295e+00
1.175958706213300431e+01 2.826454016213658704e+01
3.502285315606211213e+01 4.042282884524580311e+01
2.261356247345149839e+01 6.756915889191283497e+00
1.737981543495483905e+01 3.521815283521771534e+01
4.027915567067488922e+01 7.643036092990639574e+00
6.000629402530871914e+01 1.423426156893573058e+01
1.190719373626457767e+01 2.726182611039224213e+01
1.796397952847087964e+01 3.261951292011330850e+01
3.963126829179332589e+01 1.536742967134507865e+01
5.739767565812701378e+01 9.851700413803076373e+00
3.004494305505376772e+01 2.241093670709201291e+01
4.326318691796164728e+01 3.387370147069162840e+01
9.105472663506862574e+00 2.782118459396530241e+01
2.829822908102330459e+01 1.565966281379098390e+01
4.966872669528682138e+01 1.494492924545691359e+01
4.513315630802294720e+01 2.874930818388628495e+01
3.944704033615627736e+01 1.929625645899872666e+01
3.716673205711386174e+01 8.036439119271230780e+00
2.839169728732458253e+01 1.256907362466070310e+01
4.885714791376368282e+01 2.433492025121918090e+01
5.574191412344048047e+01 9.749384293391754497e+00
1.086123338085477030e+01 2.398517348798963411e+01
3.095214364037014931e+01 1.164141175041137721e+01
1.287363525645381301e+01 1.125892217580082644e+01
7.585972066061158259e+00 1.710395828874213464e+01
3.018387640203581057e+01 3.914984205407855633e+00
3.931343350455286867e+01 1.325316181389967696e+01
1.790706810716710606e+01 4.143265737322197140e+01
1.383033401641100468e+01 2.220268460240595942e+01
3.374623844111388848e+01 3.218036006627410472e+01
2.557422371533964167e+01 4.339919534462709727e+00
2.237900331385182184e+01 3.221736272138409163e+01
1.210316551408944008e+01 3.017331823698184934e+01
2.594393839864358853e+01 2.489751437446575011e+01
2.148350467206413583e+01 3.837179243416788665e+01
8.642129197707816957e+00 1.669684506983176320e+01
3.670977249199343362e+01 2.793438471951882462e+01
8.060530249206991016e+00 8.888591561401929297e+00
8.269924166966582391e+00 3.757203653303965041e+01
3.481162848399829102e+01 1.092533496212536370e+00
3.776165725319072664e+01 2.404556057468133901e+01
2.184609469898019540e+01 1.931160716823243817e+01
