# turbineX, turbineY
4.190154784950593125e+00 1.683007583621602166e+01
1.687818597523488862e+01 3.049988053837896729e+01
1.496414193933529369e+01 1.179999745933638167e+01
7.847625517978661591e+00 2.230742179735800690e+00
2.124190563729700898e+01 6.210264259866892900e+00
2.596023398684745587e+01 5.437566418835444892e+00
1.131295800083668368e+00 1.983847125942742196e+01
9.449523727291342823e+00 2.531218683446146756e+00
5.033392009631207031e+00 1.446921066387905519e+01
4.057994070650561724e+00 8.004950204951418513e+00
2.173208234946708473e+01 1.991422235177629574e+01
3.730868162638337537e+00 1.236558123341639615e+01
2.678269428788757622e+01 2.533356033362737492e+01
1.169036170009361619e+01 2.393494065164878037e+01
2.231215542060014556e+01 6.284630078501468375e+00
1.246483032597804730e+01 2.185860828953096657e+01
2.477622257719603382e+01 2.483884786739091055e+01
2.150006926199571922e+01 1.263571673881045143e+01
2.391686021178989563e+01 1.448834561810483024e+01
9.835706784475924280e+00 1.398141251095267812e+01
2.076309479567646576e+01 9.820896715911313635e+00
1.051583556328378677e+01 7.642600967676088430e+00
1.713376679760731847e+01 1.406801192175892012e+01
1.046424657012265058e+01 6.165902167470116879e+00
4.888796993033617255e+00 1.234032205229611456e+01
2.576957827728865169e+01 2.375821934708800143e+01
1.013791740621532789e+01 1.559588776492656592e+00
1.280802157267857844e+01 1.384926923131947873e+01
2.500585778490901490e+01 2.111195337707768616e+01
1.764842178267776873e+01 4.902876234475124662e+00
2.454253761459955996e+01 1.691006980525217784e+01
1.702476469014309401e+01 2.422038155913339352e+01
2.093159510972613191e+01 3.855587616884559310e+00
1.405821868628119020e+01 2.305574836670382766e+01
2.979880125672655566e+01 1.666131597313705015e+01
3.014355678766714064e+00 2.318453230532377418e+01
1.265657274066067828e+01 3.884061331657601812e+00
1.652890985549646530e+01 1.808594142300849228e+01
