# turbineX, turbineY
1.260250000000041892e-01 1.216141250000000618e+01
0.000000000000000000e+00 1.940785000000000693e+01
2.520499999999969987e-01 2.696935000000000926e+01
6.364262499999995271e+00 9.010787500000002836e+00
6.175225000000000186e+00 1.613120000000001397e+01
6.364262499999995271e+00 2.369270000000000209e+01
6.742337499999996098e+00 3.144323750000000928e+01
7.246437500000001641e+00 3.919377500000000225e+01
1.253948750000000167e+01 5.860162500000001273e+00
1.222442499999999654e+01 1.291756250000000783e+01
1.235045000000000037e+01 2.029002500000000353e+01
1.279153749999999867e+01 2.797755000000000791e+01
1.323262499999999520e+01 3.566507500000000164e+01
1.379973750000000265e+01 4.354163750000000022e+01
1.871471249999999742e+01 2.709537500000010368e+00
1.839964999999999762e+01 9.703925000000003465e+00
1.846266250000000042e+01 1.695036250000000422e+01
1.871471249999999742e+01 2.444885000000000375e+01
1.915579999999999927e+01 3.213637500000000102e+01
1.965990000000000038e+01 3.982390000000000185e+01
2.041605000000000203e+01 4.751142500000000979e+01
2.451186249999999944e+01 6.490287499999999099e+00
2.451186249999999944e+01 1.367371250000001126e+01
2.482692499999999924e+01 2.104617500000000518e+01
2.507897500000000335e+01 2.854466250000000471e+01
2.558307499999999735e+01 3.616917500000000985e+01
2.621320000000000050e+01 4.379368750000001143e+01
3.075009999999999621e+01 3.213637500000004366e+00
3.062407499999999771e+01 1.027103750000001092e+01
3.075009999999999621e+01 1.758048750000000382e+01
3.106516250000000312e+01 2.495295000000000840e+01
3.150625000000000142e+01 3.251445000000001073e+01
3.207336250000000177e+01 4.001293749999999960e+01
3.264047499999999502e+01 4.725937499999999858e+01
3.686231249999999449e+01 0.000000000000000000e+00
3.667327500000000384e+01 6.994387500000004643e+00
3.679930000000000234e+01 1.411480000000000246e+01
3.692532500000000084e+01 2.142425000000000779e+01
3.736641250000000269e+01 2.885972500000000451e+01
3.780749999999999744e+01 3.629520000000000124e+01
3.837461249999999779e+01 4.335260000000000957e+01
4.278548750000000211e+01 3.591712499999994090e+00
4.284850000000000136e+01 1.064911250000000109e+01
4.297452499999999986e+01 1.789555000000000362e+01
4.322657500000000397e+01 2.507897500000000335e+01
4.366766249999999872e+01 3.245143749999999727e+01
4.417176249999999982e+01 3.944582500000001346e+01
4.461284999999999457e+01 4.637720000000000198e+01
4.889769999999999328e+01 2.520500000000083785e-01
4.889770000000000039e+01 7.183425000000011273e+00
4.889770000000000039e+01 1.424082500000000628e+01
4.908673749999999814e+01 2.148726250000000704e+01
4.952782499999999999e+01 2.854466250000000471e+01
4.990590000000000259e+01 3.553904999999999603e+01
5.488388750000000016e+01 3.717737499999998363e+00
5.482087500000000091e+01 1.064911250000000109e+01
5.500991249999999866e+01 1.783253750000001148e+01
5.526196250000000276e+01 2.482692500000000635e+01
6.087007499999999993e+01 1.405178749999999965e+01
6.112212500000000404e+01 2.104617500000000518e+01
