# turbineX, turbineY
7.525566993281862516e+00 1.666631080300050272e+01
1.303979956436349852e+01 5.127012437982575221e+00
7.627676255745932110e+00 7.054439310950117559e+00
1.584686203281330918e+01 3.503603146573794902e-01
1.058838561637682218e+01 2.181446092227119848e+01
3.546311443414809972e+00 2.262722605716523461e+01
1.666782231988070961e+01 1.450277335078102148e+01
8.545070798123454381e+00 2.772057568659031190e+00
2.089225569820593975e+01 2.442828563608362202e+01
4.795485358315271895e+00 1.293100312421578124e+01
1.482356659323201242e+01 2.468297400160430399e+01
2.220465380398947985e+01 2.242778401429003310e+01
2.363986050964257402e+01 2.227640637769856369e+01
1.907665468121430408e+01 2.180618799230197880e+01
9.484271244588203587e+00 1.088666635894184864e+01
3.528121657580790327e+00 2.069540502570394480e+01
2.243231023366851673e+01 1.710364511688856481e+01
1.999312818589677221e+01 1.807233873058390117e+01
1.657150733247859264e+01 3.199025374120303411e+00
1.128576230117673873e+01 1.923793615017781633e+01
1.144850170934628331e+01 3.216486452847066246e+00
1.183804930745069584e+01 1.420576744255417090e+01
1.131641361493855769e+01 2.775961652577299077e+01
9.099488995908190603e+00 2.114821840355769211e+01
1.564950585943871175e+01 1.696116781551965147e+01
1.330221230220277917e+01 2.689698873721103922e+01
2.692932232346239374e+01 2.008302676408600362e+01
4.150360818733815904e+00 1.199724743755605516e+01
2.780610727560906881e+00 1.524589147226229180e+01
5.793423100570485929e+00 1.771438764561236212e+01
1.345936341420733307e+01 1.170855347734214646e+01
1.431939236394937254e+01 1.670966987959720385e+01
1.597452620666199508e+01 2.633252382704618100e+01
1.095068507231306398e+01 1.052761015651454812e+01
1.823803439803656801e+01 5.330645274531475408e+00
1.190863848948447412e+01 5.614417543192793403e+00
1.041028538525191571e+01 8.642864766403191013e+00
1.708669616204729991e+01 2.846744702177197439e+01
