# turbineX, turbineY
3.990295696614671428e+00 2.108392016867276553e+01
1.901351457351597318e+01 1.041620478453633680e+01
1.683439972464432799e+01 1.912920158689439987e+01
1.362829437619676654e+01 7.655048111390222232e+00
7.210586161004357564e-01 1.863349665254181531e+01
1.416403632200132456e+01 3.018518812858416567e+01
1.507564722453451189e+01 2.311063581672517842e+01
2.300018173254763454e+01 2.627505367199859876e+01
1.822745950809775550e+01 2.535363700604991521e+01
2.891597162815461530e+01 1.533141705972177427e+01
2.522375624956546147e+01 1.343789253438502307e+01
3.602099634022396302e+00 2.458094902971859952e+01
1.698469393989427445e+01 2.137998226043988126e+01
2.140485984803359543e+01 2.658550541516073196e+01
1.280976967553157131e+01 1.861240508852049658e+01
4.586665533482003454e+00 1.120072717300267939e+01
2.205836413347211078e+01 1.083019699108194267e+01
2.132672810587205703e+01 1.223010715077338695e+01
1.445971655627316110e+01 2.411359955757962581e+01
1.989044243742839768e+01 2.444666201207341061e+01
2.195570373232290962e+01 7.717531472701935513e+00
1.539897480843273314e+01 1.223656139396316611e+01
2.469108762709058880e+01 8.922489961552479087e+00
6.033762267510672572e+00 2.415338675616803243e+01
1.529419406832212225e+01 1.518539255619305983e+01
1.256409820554710066e+01 7.633534058524468868e+00
1.787683130533441656e+01 2.361244719705603856e+01
2.372891546506013682e+01 2.604952285620095509e+00
8.315086549454928644e+00 1.643711441626151171e+01
5.354828351485783955e+00 1.236800436576087137e+01
1.860930431812808905e+01 2.696066067665792332e+01
1.440291134106803561e+01 2.677150186586797176e+01
1.249745402848734699e+01 2.794668516505633349e+01
2.578511957051335912e+01 2.159418982522661423e+01
2.429836404661688931e+01 2.484553326562952691e+01
2.421409622370722303e+01 2.292248799231075296e+01
2.264588320962024426e+01 6.515746191567693302e+00
9.485054445477306473e+00 2.026527820865584317e+01
