# turbineX, turbineY
3.911052658501313672e+00 1.359238254969794824e+01
6.560517022131894471e+00 9.127831135175957789e-01
1.249949672249488586e+01 2.712977086597260890e+00
1.374774372464791483e+01 7.164841618706471849e+00
2.451578073741210062e+00 1.458947652137769957e+01
9.622364069963234456e+00 4.672642453010062980e+00
2.579541320431413709e+00 4.167756786467906593e+00
2.074500834895649071e+00 2.036005781503171796e+00
1.867005189440153590e+00 5.662035946693606547e+00
1.001433934878383347e+01 1.219701016943503014e+01
7.808535978517541665e+00 7.847000091854332560e+00
1.148782024492328802e+01 8.781465329213020254e+00
1.510219600727010736e+01 1.156630169537855224e+01
1.087116285360286128e+01 1.429751077640952772e+01
1.174997845235928118e+01 7.412024653374587047e+00
7.245158769709509450e+00 9.762737173258944523e+00
